Year,EmploymentType,Age,Metric,Value
2016,TotalWorkers,30to39,ActualWorkingHours,177.8
2016,TotalWorkers,40to49,ActualWorkingHours,174.7
2016,TotalWorkers,50to59,ActualWorkingHours,170.4
2016,TotalWorkers,Above60,ActualWorkingHours,159.6
2016,RegularWorker,Total,ActualWorkingHours,184.7
2016,RegularWorker,Under29,ActualWorkingHours,183.9
2016,RegularWorker,30to39,ActualWorkingHours,183.3
2016,RegularWorker,40to49,ActualWorkingHours,184.7
2016,RegularWorker,50to59,ActualWorkingHours,187.5
2016,RegularWorker,Above60,ActualWorkingHours,184.8
2016,Non-regularWorker,Total,ActualWorkingHours,129.3
2016,Non-regularWorker,Under29,ActualWorkingHours,122.8
2016,Non-regularWorker,30to39,ActualWorkingHours,144.0
2016,Non-regularWorker,40to49,ActualWorkingHours,126.4
2016,Non-regularWorker,50to59,ActualWorkingHours,125.5
2016,Non-regularWorker,Above60,ActualWorkingHours,134.5
2016,TotalWorkers,Total,ContractualWorkingHours,161.6
2016,TotalWorkers,Under29,ContractualWorkingHours,153.4
2016,TotalWorkers,30to39,ContractualWorkingHours,166.8
2016,TotalWorkers,40to49,ContractualWorkingHours,164.8
2016,TotalWorkers,50to59,ContractualWorkingHours,161.0
2016,TotalWorkers,Above60,ContractualWorkingHours,155.3
2016,RegularWorker,Total,ContractualWorkingHours,173.9
2016,RegularWorker,Under29,ContractualWorkingHours,172.9
2016,RegularWorker,30to39,ContractualWorkingHours,172.0
2016,RegularWorker,40to49,ContractualWorkingHours,173.8
2016,RegularWorker,50to59,ContractualWorkingHours,176.0
2016,RegularWorker,Above60,ContractualWorkingHours,179.1
2016,Non-regularWorker,Total,ContractualWorkingHours,123.8
2016,Non-regularWorker,Under29,ContractualWorkingHours,115.8
2016,Non-regularWorker,30to39,ContractualWorkingHours,134.5
2016,Non-regularWorker,40to49,ContractualWorkingHours,121.7
2016,Non-regularWorker,50to59,ContractualWorkingHours,121.5
2016,Non-regularWorker,Above60,ContractualWorkingHours,131.5
2016,TotalWorkers,Total,Overtime,9.5
2016,TotalWorkers,Under29,Overtime,9.6
2016,TotalWorkers,30to39,Overtime,11.1
2016,TotalWorkers,40to49,Overtime,9.9
2016,TotalWorkers,50to59,Overtime,9.4
2016,TotalWorkers,Above60,Overtime,4.3
2016,RegularWorker,Total,Overtime,10.8
2016,RegularWorker,Under29,Overtime,11.0
2016,RegularWorker,30to39,Overtime,11.3
2016,RegularWorker,40to49,Overtime,10.9
2016,RegularWorker,50to59,Overtime,11.4
2016,RegularWorker,Above60,Overtime,5.7
2016,Non-regularWorker,Total,Overtime,5.5
2016,Non-regularWorker,Under29,Overtime,7.0
2016,Non-regularWorker,30to39,Overtime,9.5
2016,Non-regularWorker,40to49,Overtime,4.7
2016,Non-regularWorker,50to59,Overtime,4.0
2016,Non-regularWorker,Above60,Overtime,2.9
2016,TotalWorkers,Total,TotalHourlyEarnings,16709.0
2016,TotalWorkers,Under29,TotalHourlyEarnings,11674.0
2016,TotalWorkers,30to39,TotalHourlyEarnings,17749.0
2016,TotalWorkers,40to49,TotalHourlyEarnings,19575.0
2016,TotalWorkers,50to59,TotalHourlyEarnings,17860.0
2016,TotalWorkers,Above60,TotalHourlyEarnings,12874.0
2016,RegularWorker,Total,TotalHourlyEarnings,18212.0
2016,RegularWorker,Under29,TotalHourlyEarnings,12975.0
2016,RegularWorker,30to39,TotalHourlyEarnings,18382.0
2016,RegularWorker,40to49,TotalHourlyEarnings,20682.0
2016,RegularWorker,50to59,TotalHourlyEarnings,19565.0
2016,RegularWorker,Above60,TotalHourlyEarnings,14831.0
2016,Non-regularWorker,Total,TotalHourlyEarnings,12076.0
2016,Non-regularWorker,Under29,TotalHourlyEarnings,9161.0
2016,Non-regularWorker,30to39,TotalHourlyEarnings,13860.0
2016,Non-regularWorker,40to49,TotalHourlyEarnings,14217.0
2016,Non-regularWorker,50to59,TotalHourlyEarnings,13362.0
2016,Non-regularWorker,Above60,TotalHourlyEarnings,10922.0
2016,TotalWorkers,Total,FixedHourlyWage,14690.0
2016,TotalWorkers,Under29,FixedHourlyWage,10667.0
2016,TotalWorkers,30to39,FixedHourlyWage,15248.0
2016,TotalWorkers,40to49,FixedHourlyWage,16845.0
2016,TotalWorkers,50to59,FixedHourlyWage,15840.0
2016,TotalWorkers,Above60,FixedHourlyWage,12290.0
2016,RegularWorker,Total,FixedHourlyWage,15648.0
2016,RegularWorker,Under29,FixedHourlyWage,11543.0
2016,RegularWorker,30to39,FixedHourlyWage,15558.0
2016,RegularWorker,40to49,FixedHourlyWage,17499.0
2016,RegularWorker,50to59,FixedHourlyWage,16912.0
2016,RegularWorker,Above60,FixedHourlyWage,13841.0
2016,Non-regularWorker,Total,FixedHourlyWage,11739.0
2016,Non-regularWorker,Under29,FixedHourlyWage,8972.0
2016,Non-regularWorker,30to39,FixedHourlyWage,13345.0
2016,Non-regularWorker,40to49,FixedHourlyWage,13680.0
2016,Non-regularWorker,50to59,FixedHourlyWage,13012.0
2016,Non-regularWorker,Above60,FixedHourlyWage,10742.0
2016,TotalWorkers,Total,MonthlyEarnings(1000won),2833.0
2016,TotalWorkers,Under29,MonthlyEarnings(1000won),1942.0
2016,TotalWorkers,30to39,MonthlyEarnings(1000won),3094.0
2016,TotalWorkers,40to49,MonthlyEarnings(1000won),3357.0
2016,TotalWorkers,50to59,MonthlyEarnings(1000won),2993.0
2016,TotalWorkers,Above60,MonthlyEarnings(1000won),1985.0
2016,RegularWorker,Total,MonthlyEarnings(1000won),3283.0
2016,RegularWorker,Under29,MonthlyEarnings(1000won),2355.0
2016,RegularWorker,30to39,MonthlyEarnings(1000won),3305.0
2016,RegularWorker,40to49,MonthlyEarnings(1000won),3718.0
2016,RegularWorker,50to59,MonthlyEarnings(1000won),3550.0
2016,RegularWorker,Above60,MonthlyEarnings(1000won),2653.0
2016,Non-regularWorker,Total,MonthlyEarnings(1000won),1445.0
2016,Non-regularWorker,Under29,MonthlyEarnings(1000won),1144.0
2016,Non-regularWorker,30to39,MonthlyEarnings(1000won),1798.0
2016,Non-regularWorker,40to49,MonthlyEarnings(1000won),1609.0
2016,Non-regularWorker,50to59,MonthlyEarnings(1000won),1525.0
2016,Non-regularWorker,Above60,MonthlyEarnings(1000won),1319.0
2016,TotalWorkers,Total,MonthlySalary,2498.0
2016,TotalWorkers,Under29,MonthlySalary,1786.0
2016,TotalWorkers,30to39,MonthlySalary,2671.0
2016,TotalWorkers,40to49,MonthlySalary,2899.0
2016,TotalWorkers,50to59,MonthlySalary,2659.0
2016,TotalWorkers,Above60,MonthlySalary,1895.0
2016,RegularWorker,Total,MonthlySalary,2850.0
2016,RegularWorker,Under29,MonthlySalary,2127.0
2016,RegularWorker,30to39,MonthlySalary,2824.0
2016,RegularWorker,40to49,MonthlySalary,3177.0
2016,RegularWorker,50to59,MonthlySalary,3101.0
2016,RegularWorker,Above60,MonthlySalary,2490.0
2016,Non-regularWorker,Total,MonthlySalary,1411.0
2016,Non-regularWorker,Under29,MonthlySalary,1126.0
2016,Non-regularWorker,30to39,MonthlySalary,1731.0
2016,Non-regularWorker,40to49,MonthlySalary,1554.0
2016,Non-regularWorker,50to59,MonthlySalary,1494.0
2016,Non-regularWorker,Above60,MonthlySalary,1301.0
2016,TotalWorkers,Total,FixedSalary,2347.0
2016,TotalWorkers,Under29,FixedSalary,1657.0
2016,TotalWorkers,30to39,FixedSalary,2499.0
2016,TotalWorkers,40to49,FixedSalary,2726.0
2016,TotalWorkers,50to59,FixedSalary,2502.0
2016,TotalWorkers,Above60,FixedSalary,1835.0
2016,RegularWorker,Total,FixedSalary,2674.0
2016,RegularWorker,Under29,FixedSalary,1973.0
2016,RegularWorker,30to39,FixedSalary,2643.0
2016,RegularWorker,40to49,FixedSalary,2984.0
2016,RegularWorker,50to59,FixedSalary,2906.0
2016,RegularWorker,Above60,FixedSalary,2413.0
2016,Non-regularWorker,Total,FixedSalary,1338.0
2016,Non-regularWorker,Under29,FixedSalary,1047.0
2016,Non-regularWorker,30to39,FixedSalary,1614.0
2016,Non-regularWorker,40to49,FixedSalary,1479.0
2016,Non-regularWorker,50to59,FixedSalary,1434.0
2016,Non-regularWorker,Above60,FixedSalary,1259.0
2017,TotalWorkers,Total,ActualWorkingHours,168.5
2017,TotalWorkers,Under29,ActualWorkingHours,159.5
2017,TotalWorkers,30to39,ActualWorkingHours,175.8
2017,TotalWorkers,40to49,ActualWorkingHours,172.1
2017,TotalWorkers,50to59,ActualWorkingHours,168.2
2017,TotalWorkers,Above60,ActualWorkingHours,157.7
2017,RegularWorker,Total,ActualWorkingHours,183.1
2017,RegularWorker,Under29,ActualWorkingHours,182.3
2017,RegularWorker,30to39,ActualWorkingHours,182.1
2017,RegularWorker,40to49,ActualWorkingHours,183.1
2017,RegularWorker,50to59,ActualWorkingHours,185.6
2017,RegularWorker,Above60,ActualWorkingHours,182.2
2017,Non-regularWorker,Total,ActualWorkingHours,125.1
2017,Non-regularWorker,Under29,ActualWorkingHours,116.8
2017,Non-regularWorker,30to39,ActualWorkingHours,140.5
2017,Non-regularWorker,40to49,ActualWorkingHours,124.2
2017,Non-regularWorker,50to59,ActualWorkingHours,121.6
2017,Non-regularWorker,Above60,ActualWorkingHours,130.1
2017,TotalWorkers,Total,ContractualWorkingHours,159.4
2017,TotalWorkers,Under29,ContractualWorkingHours,150.4
2017,TotalWorkers,30to39,ContractualWorkingHours,165.0
2017,TotalWorkers,40to49,ContractualWorkingHours,162.8
2017,TotalWorkers,50to59,ContractualWorkingHours,159.0
2017,TotalWorkers,Above60,ContractualWorkingHours,153.5
2017,RegularWorker,Total,ContractualWorkingHours,172.6
2017,RegularWorker,Under29,ContractualWorkingHours,171.6
2017,RegularWorker,30to39,ContractualWorkingHours,170.9
2017,RegularWorker,40to49,ContractualWorkingHours,172.6
2017,RegularWorker,50to59,ContractualWorkingHours,174.4
2017,RegularWorker,Above60,ContractualWorkingHours,176.9
2017,Non-regularWorker,Total,ContractualWorkingHours,120.0
2017,Non-regularWorker,Under29,ContractualWorkingHours,110.6
2017,Non-regularWorker,30to39,ContractualWorkingHours,131.6
2017,Non-regularWorker,40to49,ContractualWorkingHours,120.1
2017,Non-regularWorker,50to59,ContractualWorkingHours,117.9
2017,Non-regularWorker,Above60,ContractualWorkingHours,127.1
2017,TotalWorkers,Total,Overtime,9.2
2017,TotalWorkers,Under29,Overtime,9.1
2017,TotalWorkers,30to39,Overtime,10.9
